Código do Termo;Termo
60025530;ALUGUEL/TAXA BISTURI ELÉTRICO BIPOLAR EM NEUROCIRURGIA, POR USO
60025549;ALUGUEL/TAXA BISTURI ELÉTRICO BIPOLAR OFTALMOLÓGICO, POR USO
60025557;ALUGUEL/TAXA DE BISTURI ELÉTRICO COM ALÇA LEEP, POR USO
60025565;ALUGUEL/TAXA DE BISTURI ELÉTRICO MONOPOLAR, POR USO
60025573;ALUGUEL/TAXA DE BISTURI ULTRASSÔNICO, POR USO
60025581;TAXA DE TERMOTERAPIA/BOLSA DE ÁGUA QUENTE, POR USO
60025590;TAXA DE TERMOTERAPIA/BOLSA DE GELO, POR USO
60025603;BOMBA DE CIRCULAÇÃO ASSISTIDA, POR DIA
60025611;BOMBA DE CIRCULAÇÃO ASSISTIDA, POR HORA
60025620;BOMBA DE CIRCULAÇÃO ASSISTIDA, POR USO/SESSÃO
60025638;BOMBA DE INFUSÃO RÁPIDA PARA TRANSPLANTE DE ÓRGÃOS, POR DIA
60025646;BOMBA DE INFUSÃO RÁPIDA PARA TRANSPLANTE DE ÓRGÃOS, POR HORA
60025654;BOMBA DE INFUSÃO RÁPIDA PARA TRANSPLANTE DE ÓRGÃOS, POR USO/SESSÃO
60025662;BOMBA DE INFUSÃO, POR DIA
60025670;BOMBA DE INFUSÃO, POR HORA
60025689;BOMBA DE INFUSÃO, POR USO/SESSÃO
60025697;BOMBA DE SERINGA, POR DIA
60025700;BOMBA DE SERINGA, POR HORA
60025719;BOMBA DE SERINGA, POR USO/SESSÃO
60025727;BOMBA DE SUCÇÃO CONTÍNUA, POR DIA
60025735;BOMBA DE SUCÇÃO CONTÍNUA, POR HORA
60025743;BOMBA DE SUCÇÃO CONTÍNUA, POR USO/SESSÃO
60025751;BOMBA DE SUCÇÃO DE LEITE MATERNO, POR DIA
60025760;BOMBA DE SUCÇÃO DE LEITE MATERNO, POR HORA
60025778;BOMBA DE SUCÇÃO DE LEITE MATERNO, POR USO/SESSÃO
60025786;BOMBA DE SUCÇÃO, POR DIA
60025794;BOMBA DE SUCÇÃO, POR HORA
60025808;BOMBA DE SUCÇÃO, POR USO/SESSÃO
60025816;BOMBA DE VÁCUO, POR DIA
60025824;BOMBA DE VÁCUO, POR HORA
60025832;BOMBA DE VÁCUO, POR USO/SESSÃO
60025840;BOMBA INFUSORA 1 CANAL, POR DIA
60025859;BOMBA INFUSORA 1 CANAL, POR HORA
60025867;BOMBA INFUSORA 1 CANAL, POR USO/SESSÃO
60025875;BOMBA INFUSORA 2 CANAIS, POR DIA
60025883;BOMBA INFUSORA 2 CANAIS, POR HORA
60025891;BOMBA INFUSORA 2 CANAIS, POR USO/SESSÃO
60025905;BOMBA INFUSORA 4 CANAIS, POR DIA
60025913;BOMBA INFUSORA 4 CANAIS, POR HORA
60025921;BOMBA INFUSORA 4 CANAIS, POR USO/SESSÃO
60025930;BOMBA PCA, POR DIA
60025948;BOMBA PCA, POR HORA
60025956;BOMBA PCA, POR USO/SESSÃO
60025964;TAXA DE CADEIRA DE RODAS, POR DIA
60025972;TAXA DE CADEIRA HIGIÊNICA, POR DIA
60025980;ALUGUEL/TAXA DE CAIXA / INSTRUMENTAL DE CESARIANA, POR USO
60025999;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE CIRURGIA MÉDIA, POR USO
60026006;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE CIRURGIA VASCULAR, POR USO
60026014;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE GRANDE CIRURGIA, POR USO
60026022;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE INSTRUMENTAL BASICO, POR USO
60026030;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE LAPAROTOMIA, POR USO
60026049;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE NEUROCIRURGIA, POR USO
60026057;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE OFTALMOLOGIA, POR USO
60026065;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE OTORRINOLARINGOLOGIA, POR USO
60026073;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE PARTO NORMAL, POR USO
60026081;ALUGUEL/TAXA CAIXA / INSTRUMENTAL DE PEQUENA CIRURGIA, POR USO
60026090;ALUGUEL/TAXA DE CAIXA DE VELAS HEGAR, POR USO
60026103;ALUGUEL/TAXA DE CALORIMETRIA / METABOLMETRIA, POR USO
60026111;TAXA DE CAMA BALANÇA, POR DIA
60026120;TAXA DE CAMA COMPUTADORIZADA, POR DIA
60026138;TAXA DE CAMA DE UTI MULTIPROCESSADA, POR DIA
60026146;TAXA DE CAMA HOSPITALAR COM ALTURA VARIÁVEL, POR DIA
60026154;TAXA DE MARCA PASSO PROVISÓRIO/TEMPORARIO TRANSCUTÂNEO
60026189;CÂMARA HIPERBÁRICA, POR DIA
60026197;CÂMARA HIPERBÁRICA, POR USO/SESSÃO
60026200;ALUGUEL / TAXA DE CAMPIMETRO, POR USO
60026219;ALUGUEL / TAXA DE CAMPIMETRO MANUAL, POR USO
60026227;ALUGUEL CANETA / MOTOR DE BISTURI ELÉTRICO, POR USO
60026235;ALUGUEL / TAXA DE CANETA PARA DERMO ABRASÃO, POR USO
60026243;TAXA DE BERÇO AQUECIDO, POR HORA
60026251;ALUGUEL / TAXA DE CAPELA DE FLUXO LAMINAR, POR USO
60026260;ALUGUEL / TAXA DE CARDIOESTIMULADOR, POR USO
60026278;ALUGUEL / TAXA DE CARDIOESTIMULADOR TRANSESOFAGICA, POR USO
60026286;ALUGUEL / TAXA DE CICLOERGOMÉTRICO, POR USO
60026294;ALUGUEL / TAXA DE COLCHÃO ANTI-DECUBITO, POR DIA
60026308;TAXA DE HALO CRANEANO, POR USO
60026316;ALUGUEL / TAXA DE COLCHÃO CAIXA DE OVO, POR DIA
60026324;ALUGUEL / TAXA DE COLCHÃO DE ÁGUA, POR DIA
60026332;ALUGUEL / TAXA DE COLCHÃO DE AR, POR DIA
60026340;ALUGUEL / TAXA DE COLCHÃO DE PRESSÃO ALTERNADA, POR DIA
60026359;ALUGUEL / TAXA DE COLCHÃO ELETRÔNICO, POR DIA
60026367;TAXA DE ASPIRADOR SUCÇÃO CONTÍNUA, POR HORA
60026375;TAXA DE APARELHO PARA FOTOTERAPIA, POR HORA
60026383;TAXA DE COLCHÃO TÉRMICO, POR DIA
60026391;TAXA DE CONCENTRADOR DE OXIGÊNIO, POR DIA
60026405;ALUGUEL / TAXA DE DERMATOMO À GAS, POR USO
60026413;ALUGUEL / TAXA DE DERMATOMO ELÉTRICO, POR USO
60026421;ALUGUEL / TAXA DE DESFIBRILADOR (CARDIOVERSÃO), POR USO
60026430;ALUGUEL / TAXA DE DESMAMADEIRA ELETRÔNICA, POR USO
60026448;ALUGUEL / TAXA DE DETECTOR DE BOLHAS PARA HEMODIÁLISE LENTA, POR USO
60026456;ALUGUEL / TAXA DE DILATADOR UROLÓGICO, POR USO
60026464;ALUGUEL / TAXA DE DIÔMETRO, POR USO
60026472;ALUGUEL / TAXA DE DOPPLER FLUXÔMETRO, POR USO
60026480;ALUGUEL / TAXA DE DORMIA, POR USO
60026499;ALUGUEL / TAXA DE ECOBIOMETRO COMPUTADORIZADO, POR USO
60026502;ALUGUEL / TAXA DE ECOCARDIÓGRAFO À CORES, POR USO
60026510;ALUGUEL / TAXA DE ECOCARDIÓGRAFO COMPUTADORIZADO, POR USO
60026529;ALUGUEL / TAXA DE ECOCARDIÓGRAFO PRETO E BRANCO, POR USO
60026537;ALUGUEL / TAXA DE ECOGRAFO OCULAR, POR USO
60026545;ALUGUEL / TAXA DE ELECTRONISTAGMOGRAFO, POR USO
60026553;ALUGUEL / TAXA DE ELETROCARDIÓGRAFO, POR USO
60026561;ALUGUEL / TAXA DE ELETROCARDIÓGRAFO DE ALTA RESOLUÇÃO, POR USO
60026570;ALUGUEL / TAXA DE ELETROCHOQUE, POR USO
60026588;ALUGUEL / TAXA DE ELETROENCEFALÓGRAFO, POR USO
60026596;ALUGUEL / TAXA DE ELETRO-IMA, POR USO
60026600;ALUGUEL / TAXA DE ENDOLASER, POR USO
60026618;ALUGUEL / TAXA DE EQUIPAMENTO DE CAPD, POR USO/SESSÃO
60026626;ALUGUEL / TAXA DE EQUIPAMENTO BERA, POR USO
60026634;ALUGUEL / TAXA DE EQUIPAMENTO DE ARTROPLASTIA, POR USO
60026642;ALUGUEL / TAXA DE EQUIPAMENTO DE CIRURGIA ESTEREOTÁXICA, POR USO
60026650;ALUGUEL / TAXA DE EQUIPAMENTO DENTÁRIO, POR USO
60026669;ALUGUEL / TAXA DE EQUIPAMENTO LASER CO2, POR USO
60026677;ALUGUEL / TAXA DE EQUIPAMENTO REMOÇÃO NEONATAL, POR USO
60026693;ALUGUEL / TAXA DE ESPECTOMETRO DE MASSA, POR USO
60026707;ALUGUEL / TAXA DE ESPIRÔMETRO, POR USO
60026715;ALUGUEL / TAXA DE ESTENOTOMO, POR USO
60026723;ALUGUEL / TAXA DE ESTIMULAÇÃO ELÉTRICA TRANSCUTÂNEA, POR USO
60026731;ALUGUEL / TAXA DE ESTIMULADOR CORTICAL, POR USO
60026740;ALUGUEL / TAXA DE ESTIMULADOR DE NERVO PERIFÉRICO, POR USO
60026758;TAXA DE APARELHO / BOMBA DE CIRCULAÇÃO EXTRACORPÓREA, POR HORA
60026766;ALUGUEL / TAXA DE ESTIMULADOR OPTOCINÉTICO, POR USO
60026774;ALUGUEL / TAXA DE ESTRIBO PARA MARCHA, POR DIA
60026782;TAXA DE APARELHO / BOMBA DE CIRCULAÇÃO EXTRACORPÓREA, POR DIA
60026790;ALUGUEL / TAXA DE ESTRIBO PARA TRAÇÃO TRANSESQUELÉTICA, POR DIA
60026804;ALUGUEL/TAXA DO ASPIRADOR INTERMITENTE, POR USO
60026812;ALUGUEL / TAXA DE EXIMER LASER, POR USO
60026820;ALUGUEL/TAXA DE ASPIRADOR CIRÚRGICO, POR HORA
60026839;ALUGUEL / TAXA DE EXTRATOR DE CÁLCULOS RENAIS, POR USO
60026847;TAXA DE FERULA ORTOPÉDICA, POR DIA
60026855;ALUGUEL / TAXA DE FIBRA ÓTICA, POR USO
60026863;ALUGUEL / TAXA DE FIBRA ÓTICA AFASTADOR LUMINOSO, POR USO
60026871;ALUGUEL / TAXA DE FIBRA ÓTICA TRANSESCLERAL INTRAVENOSA, POR USO
60026880;ALUGUEL / TAXA DE FILTRO AZUL BEAR V, POR USO
60026898;ALUGUEL / TAXA DE FILTRO BRANCO BEAR V, POR USO
60026901;FILTRO P/RESPIRADOR DE VOLUME MICROPROCESSADO
60026910;TAXA DE FLUXOMETRO PARA GASES, POR DIA
60026928;ALUGUEL / TAXA DE FOCO DE LUZ AUXILIAR, POR USO
60026936;ALUGUEL / TAXA DE FOCO DE LUZ FRONTAL, POR USO
60026944;ALUGUEL / TAXA DE FONOMECANOCARDIOGRAMA, POR USO
60026952;ALUGUEL / TAXA DE FORNO BIER, POR USO
60026960;ALUGUEL / TAXA DE FOTÓFORO, POR USO
60026987;ALUGUEL / TAXA DE GARROTE PNEUMÁTICO, POR USO
60026995;ALUGUEL / TAXA DE GDX - ANALISADOR DE FIBRAS ÓTICAS, POR USO
60027002;ALUGUEL / TAXA DE USO DE MANIPULADOR UTERINO
60027010;TAXA DE MONTAGEM DE APARELHO GESSADO
60027037;ALUGUEL / TAXA DE GUINCHO ELÉTRICO, POR USO
60027045;TAXA DE HALO CRANEANO, POR DIA
60027053;ALUGUEL / TAXA DE USO DE FRONTO
60027061;ALUGUEL / TAXA DE HISTERODISTENSOR, POR USO
60027070;ALUGUEL / TAXA DE HOLTER CONTÍNUO, POR USO
60027088;ALUGUEL / TAXA DE HOLTER DESCONTÍNUO, POR USO
60027096;ALUGUEL / TAXA DE HOMEOTERMIZADOR, POR USO
60027100;ALUGUEL / TAXA DE IMPEDANCIOMETRO, POR USO
60027118;TAXA DE INCUBADORA, POR DIA
60027126;TAXA DE INCUBADORA COM OXIGÊNIO, POR DIA
60027134;TAXA POR USO/SESSÃO INCUBADORA DE  TRANSPORTE SEM OXIGÊNIO
60027142;TAXA POR USO/SESSÃO DE INCUBADORA DE TRANSPORTE COM OXIGÊNIO
60027150;ALUGUEL / TAXA DE INSPIRÔMETRO DE INCENTIVO, POR USO
60027169;ALUGUEL /  TAXA DE INTENSIFICADOR DE IMAGEM, POR USO
60027177;ALUGUEL / TAXA DE IONIZADOR, POR USO
60027185;TAXA POR USO DE IRRIGADOR CONTROLADO/ CONTINUO
60027193;ALUGUEL / TAXA DE LASER - OTORRINO / NEURO / OFTALMO, POR USO
60027207;ALUGUEL / TAXA DE LASER - UROLOGIA, POR USO
60027215;ALUGUEL / TAXA DE LASER DE ARGÔNIO, POR USO
60027223;ALUGUEL / TAXA DE LASER PARA FOTOCOAGULAÇÃO, POR USO
60027231;ALUGUEL/TAXA DE LIPOASPIRADOR, POR USO
60027240;ALUGUEL / TAXA DE LITOTRIPSOR ULTRASSÔNICO, POR USO
60027258;ALUGUEL / TAXA DE LITOTRIPTOR  PNEUMÁTICO, POR USO
60027266;ALUGUEL / TAXA DE LITOTRIPTOR ELETRO-HIDRAULICO, POR USO
60027274;TAXA POR USO/SESSÃO DE LOOPER - GRAVACAO DE EVENTOS SINTOMATICOS
60027282;ALUGUEL / TAXA DE LUPA CIRÚRGICA, POR USO
60027290;ALUGUEL / TAXA DE MANOVACUOMETRO, POR USO
60027304;ALUGUEL / TAXA DE MANTA TÉRMICA, POR USO
60027312;ALUGUEL / TAXA DE MAQUINA CELL SAVER, POR USO
60027320;ALUGUEL / TAXA DE MÁQUINA DE CARDIOPLEGIA, POR USO
60027339;TAXA DE MARCA PASSO PROVISÓRIO / TEMPORARIO TRANSVENOSO
60027347;ALUGUEL / TAXA DE MESA CIRÚRGICA PARA COLUNA, POR USO
60027355;ALUGUEL / TAXA DE MESA DE GESSO DE RISSER, POR USO
60027363;ALUGUEL / TAXA DE MICROCÓSPIO CIRÚRGICO DE FIBRA ÓTICA, POR USO
60027371;ALUGUEL / TAXA DE MICROCÓSPIO NEUROLÓGICO DE FIBRA ÓTICA, POR USO
60027380;ALUGUEL / TAXA DO MICRODEBRIDADOR NASAL, POR USO
60027398;ALUGUEL / TAXA DE MICROMETRO DE DIAMANTE, POR USO
60027401;ALUGUEL / TAXA DE MICRONEBULIZADOR, POR USO
60027410;ALUGUEL / TAXA DE MICRORESSUCITADOR, POR USO
60027428;ALUGUEL / TAXA DE MICROSCÓPIO CIRÚRGICO, POR USO
60027436;TAXA DE MICROSCÓPIO OFTALMOLÓGICO, POR USO
60027444;ALUGUEL / TAXA DE MICROSCÓPIO DE OTORRINOLARINGOLOGIA, POR USO
60027452;ALUGUEL / TAXA DE MONITOR DE VÍDEO, POR USO
60027460;ALUGUEL / TAXA DE MORCELADOR, POR USO
60027479;ALUGUEL / TAXA DE MOTOR ELÉTRICO PARA OTORRINO, POR USO
60027487;ALUGUEL / TAXA DE NEUROESTIMULADOR, POR USO
60027495;ALUGUEL / TAXA DE NEURONAVEGADOR, POR USO
60027509;ALUGUEL/TAXA DE NISTAGMÓGRAFO, POR USO
60027517;ALUGUEL/TAXA DE NUCLEOTOMO, POR USO
60027525;ALUGUEL/TAXA DE PAQUÍMETRO, POR USO
60027533;ALUGUEL/TAXA DE PEFURADOR ELÉTRICO, POR USO
60027541;ALUGUEL/TAXA DE PERFURADOR MANUAL, POR USO
60027550;ALUGUEL/TAXA DE PERFURADOR PNEUMÁTICO, POR USO
60027568;TAXA DE USO/SESSÃO DE PLACA DE BISTURI
60027576;ALUGUEL/TAXA DE POLÍGRAFO COMPUTADORIZADO, POR USO
60027584;ALUGUEL/TAXA DE POLISSONÓGRAFO, POR USO
60027592;ALUGUEL/TAXA DE POSICIONADOR CIRÚRGICO DE MEMBRO INFERIOR, POR USO
60027606;ALUGUEL/TAXA DE PRESSURIZADOR, POR USO
60027614;TAXA DE QUADRO BALCÂNICO, POR DIA
60027622;ALUGUEL/TAXA DE RAIO X NO CENTRO-CIRÚRGICO, POR USO
60027630;ALUGUEL/TAXA DE RAIO X PORTÁTIL, POR USO
60027649;ALUGUEL / TAXA DE RAQUIMANOMETRO, POR USO
60027657;ALUGUEL / TAXA DE REFRATOMETRO, POR USO
60027665;ALUGUEL / TAXA DE REFRATÔMETRO COMPUTADORIZADO, POR USO
60027673;RESPIRADOR A PRESSÃO, POR DIA
60027681;RESPIRADOR A PRESSÃO, POR HORA
60027690;RESPIRADOR A VOLUME INFANTIL, POR DIA
60027703;RESPIRADOR A VOLUME INFANTIL, POR HORA
60027711;RESPIRADOR A VOLUME, POR DIA
60027720;RESPIRADOR A VOLUME, POR HORA
60027738;TAXA DE RESPIRADOR BIPAP / CPAP, POR DIA
60027746;TAXA DE RESPIRADOR BIPAP / CPAP, POR HORA
60027754;RESPIRADOR MICRO PROCESSADO, POR DIA
60027762;RESPIRADOR MICRO PROCESSADO, POR HORA
60027770;RESPIRADOR NEONATAL, POR DIA
60027789;RESPIRADOR NEONATAL, POR HORA
60027797;RESPIRADOR PARA EXERCÍCIO RESPIRATÓRIO, POR DIA
60027800;RESPIRADOR PARA EXERCÍCIO RESPIRATÓRIO, POR HORA
60027819;RESPIRADOR PARA TRANSPORTE, POR DIA
60027827;RESPIRADOR PARA TRANSPORTE, POR HORA
60027835;RESPIRADOR, POR DIA
60027843;RESPIRADOR, POR HORA
60027851;ALUGUEL / TAXA DE RESSECTOR PARA ABLAÇÃO, POR USO
60027860;ALUGUEL / TAXA DE RESSECTOR UROLÓGICO, POR USO
60027878;ALUGUEL / TAXA DE RESSUSCINETE, POR USO
60027886;ALUGUEL / TAXA DE RETINÓGRAFO, POR USO
60027894;ALUGUEL/TAXA DE RETOSIGMOIDOSCÓPIO, POR USO
60027908;ALUGUEL / TAXA DE APARELHO PARA BIOFEEDBACK, POR USO/SESSÃO
60027916;ALUGUEL/TAXA DE ROTABLATOR, POR USO
60027924;ALUGUEL / TAXA DE SERRA DRILL DE NITROGÊNIO, POR USO
60027932;ALUGUEL / TAXA DE SERRA DE AR COMPRIMIDO, POR USO
60027940;ALUGUEL / TAXA DE SERRA DE GESSO, POR USO
60027959;ALUGUEL / TAXA DE SERRA DRILL ELÉTRICA, POR USO
60027967;ALUGUEL / TAXA DE SERRA DRILL PNEUMÁTICA, POR USO
60027975;ALUGUEL / TAXA DE SERRA PARA OSSO, POR USO
60027983;ALUGUEL / TAXA DA SERRA PNEUMÁTICA, POR USO
60027991;ALUGUEL / TAXA DA SERRA SAGITAL, POR USO
60028009;ALUGUEL / TAXA DO SET UP DE RESPIRADOR, POR USO
60028017;ALUGUEL / TAXA DO SINOPTOFORO, POR USO
60028025;ALUGUEL / TAXA DE SONAR, POR USO
60028033;ALUGUEL / TAXA DE SUPORTE DE CABEÇA PARA NEUROCIRURGIA, POR USO
60028041;SUPORTE DE SORO
60028050;ALUGUEL / TAXA DO TANOMETRO, POR USO
60028068;ALUGUEL / TAXA DO TELETERMÔMETRO, POR USO
60028076;ALUGUEL / TAXA DO TERMO CERATO COAGULADOR, POR USO
60028084;TAXA DE USO DO TERMÔMETRO DIGITAL
60028092;TAXA DE USO DO TERMÔMETRO ELÉTRICO
60028106;ALUGUEL / TAXA DE TERMÔMETRO ESOFAGIANO, POR USO
60028114;ALUGUEL / TAXA DO TOPÓGRAFO COMPUTADORIZADO, POR USO
60028122;ALUGUEL / TAXA DO TOPÓGRAFO CORNEANO, POR USO
60028130;ALUGUEL / TAXA DO TOPÓGRAFO DE PAPILA, POR USO
60028149;ALUGUEL/TAXA DE USO DO APARELHO DE VIDEO URETEROSCOPIO
60028157;ALUGUEL / TAXA DO TRANSILUMINADOR, POR USO
60028165;ALUGUEL / TAXA DO TREPANO / DRILL DE NITROGÊNIO, POR USO
60028173;ALUGUEL / TAXA DO TREPANO / DRILL ELÉTRICO, POR USO
60028181;ALUGUEL / TAXA DO TREPANO / DRILL PRESSURIZADO, POR USO
60028190;ALUGUEL / TAXA DO TRICOTOMIZADOR, POR USO
60028203;ALUGUEL / TAXA DO ULTRASSOM FETAL PORTATIL, POR USO
60028211;ALUGUEL / TAXA DO ULTRASSONOGRAFO OFTALMOLÓGICO, POR USO
60028220;TAXA DE USO/SESSÃO DE ULTRAVIOLETA
60028238;ALUGUEL / TAXA DO URETROTOMO, POR USO
60028246;ALUGUEL / TAXA DO URODENSÍMETRO, POR USO
60028254;ALUGUEL / TAXA DO APARELHO DE ELETROMANOMETRIA ESOFÁGICA, POR USO
60028262;ALUGUEL / TAXA DO APARELHO DE ELETROMANOMETRIA RETAL, POR USO
60028270;ALUGUEL / TAXA DE FIXADOR EXTERNO, POR USO
60028289;ALUGUEL / TAXA DO VÁCUO EXTRATOR, POR USO
60028297;ALUGUEL / TAXA DE VITRECTOMO, POR USO
60028300;ALUGUEL / TAXA DO VITREÓGRAFO, POR USO
60028319;ALUGUEL / TAXA DO YAG LASER, POR USO
60028327;TAXA DE SERVIÇO DE SELEÇÃO, PROGRAMAÇÃO, ARMAZENAMENTO, DISTRIBUIÇÃO, MANIPULAÇÃO, FRACIONAMENTO, UNITARIZAÇÃO, DISPENSAÇÃO, CONTROLE E AQUISIÇÃO DOS MEDICAMENTOS
60028335;AR COMPRIMIDO COM OXIGÊNIO NO RESPIRADOR/VENTILADOR, POR HORA
60028343;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, POR HORA
60028351;CAPACETE DE OXIGÊNIO, POR HORA
60028378;CATÉTER PARA OXIGÊNIO, POR HORA
60028386;GÁS CARBÔNICO PARA CONGELAMENTO, POR USO/SESSÃO
60028394;GÁS CARBÔNICO, POR HORA
60028408;HÉLIO, POR HORA
60028416;INALAÇÃO COM AR COMPRIMIDO E OXIGÊNIO, POR HORA
60028424;INALAÇÃO COM AR COMPRIMIDO, POR HORA
60028432;INALAÇÃO COM OXIGÊNIO, POR HORA
60028440;MACRONEBULIZAÇÃO COM AR COMPRIMIDO, POR HORA
60028459;MACRONEBULIZAÇÃO COM OXIGÊNIO, POR HORA
60028467;MISTURA DE GASES NO RESPIRADOR/VENTILADOR, POR HORA
60028475;NEBULIZAÇÃO / MÁSCARA COM OXIGÊNIO, POR HORA
60028483;NEBULIZAÇÃO / MÁSCARA, COM ÓXIDO NITROSO, POR HORA
60028491;NEBULIZAÇÃO AQUECIDA COM OXIGÊNIO, POR HORA
60028505;NEBULIZAÇÃO/MÁSCARA COM AR COMPRIMIDO E OXIGÊNIO, POR HORA
60028513;NITROGÊNIO LÍQUIDO, POR HORA
60028521;NITROGÊNIO, POR HORA
60028530;ÓXIDO NÍTRICO, NA MASCARA, POR HORA (CORRIDA OU SUBSEQUENTE), FORA DA UTI / SEMI-UTI E DO CENTRO CIRURGICO
60028548;ÓXIDO NÍTRICO, NA MASCARA, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60028556;ÓXIDO NÍTRICO, NA MASCARA, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRURGICO
60028564;ÓXIDO NÍTRICO, POR HORA
60028572;ÓXIDO NITROSO, POR HORA
60028580;OXIGÊNIO NA INCUBADORA, POR HORA
60028599;OXIGÊNIO NO RESPIRADOR/VENTILADOR, POR HORA
60028602;RPPI COM AR COMPRIMIDO, POR HORA
60028610;RPPI COM OXIGÊNIO, POR HORA
60028629;TAXA DE ADMISSÃO DO RECÉM-NASCIDO
60028637;TAXA DE ASSISTÊNCIA DE ENFERMAGEM EM HOSPITAL DIA, POR HORA
60028645;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NA CLÍNICA CIRÚRGICA, POR DIA
60028653;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NA CLÍNICA MÉDICA, POR DIA
60028661;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NA PEDIATRIA, POR DIA
60028670;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NA PSIQUIATRIA, POR DIA
60028688;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NA UTI/SEMI-UTI, POR DIA
60028696;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NEONATAL, POR DIA
60028700;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NO AMBULATÓRIO, POR HORA
60028718;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NO BERÇARIO, POR DIA
60028726;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NO CENTRO CIRÚRGICO, POR HORA
60028734;TAXA DE ASSISTÊNCIA DE ENFERMAGEM NO PRONTO SOCORRO/PRONTO ATENDIMENTO, POR HORA
60028742;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA ASSEPSIA / ANTI-SEPSIA DO PACIENTE
60028750;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA BANHO NO LEITO
60028769;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA COLETA DE MATERIAL BIOLÓGICO
60028777;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA COLETA DE SANGUE ARTERIAL
60028785;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA CONTENSÃO TERAPÊUTICA
60028793;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA CONTROLE DE DIURESE
60028807;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA CONTROLE DE GLICEMIA
60028815;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA INSTALAÇÃO DE CATÉTER CENTRAL POR VIA PERIFÉRICA
60028823;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA INSTALAÇÃO DE DIÁLISE PERITONIAL
60028831;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA INSTALAÇÃO DE DRENAGEM DE TORAX FECHADA
60028840;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA INSTALAÇÃO DE HEMODIÁLISE
60028858;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA INSTALAÇÃO DE HEMOFILTRAÇÃO
60028866;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA INSTALAÇÃO DE PA MÉDIA
60028874;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA INSTALAÇÃO DE PVC
60028882;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA INSTALAÇÃO DE URIPEN
60028890;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA OSTOMIAS
60028904;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA PULSOTERAPIA
60028912;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA RADIOTERAPIA
60028920;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PARA TERAPIA DA DOR
60028939;TAXA DE ASSISTÊNCIA DE ENFERMAGEM PÓS MORTE
60028947;TAXA DE CARRO ANESTÉSICO, POR HORA
60028955;TAXA DE CARRO ANESTÉSICO, POR USO
60028963;TAXA DE CONCENTRADOR DE OXIGÊNIO, POR USO
60028971;TAXA DE DESINFECÇÃO DE SALA CONTAMINADA, GRANDE
60028980;TAXA DE DESINFECÇÃO DE SALA CONTAMINADA, MÉDIA
60028998;TAXA DE DESINFECÇÃO DE SALA CONTAMINADA, PEQUENA
60029005;TAXA DE DESINFECÇÃO/ESTERELIZAÇÃO DE INSTRUMENTAL CIRÚRGICO, PORTE I E II.
60029013;TAXA DE DESINFECÇÃO/ESTERELIZAÇÃO DE INSTRUMENTAL CIRÚRGICO, PORTE III E IV
60029021;TAXA DE DESINFECÇÃO/ESTERELIZAÇÃO DE INSTRUMENTAL CIRÚRGICO, PORTE V E VI.
60029030;TAXA DE DESINFECÇÃO/ESTERELIZAÇÃO DE INSTRUMENTAL CIRÚRGICO, PORTE VII EVIII
60029048;TAXA DE INSTALAÇÃO DE RESPIRADOR A PRESSÃO
