Código;Descricao;;;;;;
90360575;CIZAX;;;;;;
90360567;CIZAX;;;;;;
90366522;UMMA;;;;;;
90366581;MACRODANTINA;;;;;;
90364554;ALIVIUM;;;;;;
90364562;ALIVIUM;;;;;;
90364570;ALIVIUM;;;;;;
90364589;ALIVIUM;;;;;;
90371801;GARASONE;;;;;;
90367014;LIPOCLIN;;;;;;
90367022;LIPOCLIN;;;;;;
90369122;INEPHOROS XR;;;;;;
90369165;INEPHOROS XR;;;;;;
90369149;INEPHOROS XR;;;;;;
90364635;ALIVIUM;;;;;;
90359852;CIBRATO;;;;;;
90359879;CIBRATO;;;;;;
90364600;ALIVIUM;;;;;;
90371941;VESUVIUS HCT;;;;;;
90371925;VESUVIUS HCT;;;;;;
90371895;VESUVIUS HCT;;;;;;
90371208;VELUNID;;;;;;
90371194;VELUNID;;;;;;
90369130;INEPHOROS XR;;;;;;
90369157;INEPHOROS XR;;;;;;
90369114;INEPHOROS XR;;;;;;
90248449;FUMARATO DE TENOFOVIR DESOPROXILA;;;;;;
90248457;VERUTEX B;;;;;;
90248465;VERUTEX B;;;;;;
90248473;VERUTEX;;;;;;
90248481;VERUTEX;;;;;;
90248490;DAIVONEX;;;;;;
90285654;DAIVOBET;;;;;;
90285646;DAIVOBET;;;;;;
90285638;DAIVOBET;;;;;;
90285670;DAIVOBET;;;;;;
90285662;DAIVOBET;;;;;;
90285689;PICATO;;;;;;
90285697;PICATO;;;;;;
90356756;VERUTEX H;;;;;;
90356764;VERUTEX H;;;;;;
90356772;VERUTEX H;;;;;;
90356780;VERUTEX H;;;;;;
90248503;SEDAVAN;;;;;;
90248511;SEDAVAN;;;;;;
90248520;CLOTRIMIX;;;;;;
90249658;BENZILPEN;;;;;;
90249666;CLAVICIN;;;;;;
90249674;SULBACTER;;;;;;
90249682;SULBACTER;;;;;;
90249690;AMOXICILINA + CLAVULANATO DE POTÁSSIO;;;;;;
90249704;CEFLEN;;;;;;
90249712;CELLOZINA;;;;;;
90249720;BETAZIDIM;;;;;;
90249739;AMPICILINA SÓDICA;;;;;;
90249747;AMPICILINA;;;;;;
90249755;AXEPEN;;;;;;
90249763;ZENCEF;;;;;;
90249771;CELLTRIAXON;;;;;;
90249780;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;;;;;;
90249798;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;;;;;;
90249801;BACTOCILIN;;;;;;
90249810;TAZPEN;;;;;;
90249828;TAZPEN;;;;;;
90249836;NEPECEF;;;;;;
90249844;NEPECEF;;;;;;
90249852;NEPECEF;;;;;;
90249860;OXACILINA SÓDICA;;;;;;
90249879;AMPICILINA SÓDICA + SULBACTAM SÓDICA;;;;;;
90249887;AMPICILINA SÓDICA + SULBACTAM SÓDICA;;;;;;
90249895;TAZPEN;;;;;;
90249909;TAZPEN;;;;;;
90249917;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;;;;;;
90249925;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;;;;;;
90285760;AMOXICILINA + CLAVULANATO DE POTÁSSIO;;;;;;
90285778;AMOXICILINA + CLAVULANATO DE POTÁSSIO;;;;;;
90285786;AMOXICILINA + CLAVULANATO DE POTÁSSIO;;;;;;
90285794;AMOXICILINA + CLAVULANATO DE POTÁSSIO;;;;;;
90285808;AMOXICILINA + CLAVULANATO DE POTÁSSIO;;;;;;
90285727;CELLOZINA;;;;;;
90285735;CELLOZINA;;;;;;
90328248;CELLTRIAXON;;;;;;
90328256;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;;;;;;
90328264;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;;;;;;
90249933;OMNIPAQUE;;;;;;
90249941;OMNIPAQUE;;;;;;
90249950;OMNIPAQUE;;;;;;
90249968;OMNIPAQUE;;;;;;
90249976;OMNIPAQUE;;;;;;
90249984;OMNIPAQUE;;;;;;
90249992;OMNIPAQUE;;;;;;
90250001;OMNIPAQUE;;;;;;
90250010;OMNIPAQUE;;;;;;
90285506;VISIPAQUE;;;;;;
90285549;VISIPAQUE;;;;;;
90285514;VISIPAQUE;;;;;;
90285557;VISIPAQUE;;;;;;
90285565;VISIPAQUE;;;;;;
90285573;VISIPAQUE;;;;;;
90285522;VISIPAQUE;;;;;;
90285530;VISIPAQUE;;;;;;
90285590;VISIPAQUE;;;;;;
90285581;VISIPAQUE;;;;;;
90285611;OMNISCAN;;;;;;
90285603;OMNISCAN;;;;;;
90285620;OMNISCAN;;;;;;
90356799;VISIPAQUE;;;;;;
90250036;DESTADIN;;;;;;
90250044;ACECLOFENACO;;;;;;
90250052;HEMITARTARATO DE ZOLPIDEM (PORT. 344/98 - LISTA B1);;;;;;
90250060;HEMITARTARATO DE ZOLPIDEM (PORT. 344/98 - LISTA B1);;;;;;
90256484;CLORIDRATO DE MOXIFLOXACINO;;;;;;
90256492;CLORIDRATO DE MOXIFLOXACINO;;;;;;
90256581;OXALATO DE ESCITALOPRAM;;;;;;
90256590;OXALATO DE ESCITALOPRAM;;;;;;
90256603;OXALATO DE ESCITALOPRAM;;;;;;
90256506;VALSARTANA+HIDROCLOROTIAZIDA;;;;;;
90256530;VALSARTANA+HIDROCLOROTIAZIDA;;;;;;
90256522;VALSARTANA+HIDROCLOROTIAZIDA;;;;;;
90256514;VALSARTANA+HIDROCLOROTIAZIDA;;;;;;
90256476;ACECLOFENACO;;;;;;
90362160;DESLORATADINA;;;;;;
90256670;CARVEDILOL;;;;;;
90256689;CARVEDILOL;;;;;;
90256697;CARVEDILOL;;;;;;
90256700;CARVEDILOL;;;;;;
90256719;CARVEDILOL;;;;;;
90256727;CARVEDILOL;;;;;;
90256735;CARVEDILOL;;;;;;
90256743;CARVEDILOL;;;;;;
90256751;CARVEDILOL;;;;;;
90256549;ROVELAN HCT;;;;;;
90256573;ROVELAN HCT;;;;;;
90256565;ROVELAN HCT;;;;;;
90256557;ROVELAN HCT;;;;;;
90256468;TRAVOP;;;;;;
90256417;CLORIDRATO DE PIOGLITAZONA;;;;;;
90256425;CLORIDRATO DE PIOGLITAZONA;;;;;;
90256433;CLORIDRATO DE PIOGLITAZONA;;;;;;
90256441;CLORIDRATO DE PIOGLITAZONA;;;;;;
90256760;TELMISARTANA;;;;;;
90256778;TELMISARTANA;;;;;;
90256654;BROMETO DE PINAVÉRIO;;;;;;
90256662;BROMETO DE PINAVÉRIO;;;;;;
90256220;CLORIDRATO DE FLOUXETINA;;;;;;
90256352;FEBUPEN;;;;;;
90256786;TIBOLONA;;;;;;
90256620;NEUROPRAM;;;;;;
90256638;NEUROPRAM;;;;;;
90256646;NEUROPRAM;;;;;;
90256840;ESOGASTRO;;;;;;
90256859;ESOGASTRO;;;;;;
90256867;ESOGASTRO;;;;;;
90256875;ESOGASTRO;;;;;;
90256883;ESOGASTRO;;;;;;
90256409;FUMARATO DE QUETIAPINA;;;;;;
90256379;IBULIV;;;;;;
90256395;IBULIV;;;;;;
90256450;NEUROQUEL;;;;;;
90256336;CLORIDRATO DE VENLAFAXINA;;;;;;
90256344;CLORIDRATO DE VENLAFAXINA;;;;;;
90256611;NEUROPRAM;;;;;;
90290658;DERMOCERYL;;;;;;
90288769;BENZIFLEX;;;;;;
90288777;BENZIFLEX;;;;;;
90289030;CANDESARTANA CILEXETILA;;;;;;
90289048;CANDESARTANA CILEXETILA;;;;;;
90364422;HIDROPEEK;;;;;;
90294122;PANTOPRAZOL;;;;;;
90294130;PANTOPRAZOL;;;;;;
90292570;GLIMATIN;;;;;;
90328280;GENFIBROZILA;;;;;;
90328299;GENFIBROZILA;;;;;;
90328302;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90328310;CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;;;;;;
90328337;NEUROPRAM;;;;;;
90328345;DICLORIDRATO DE PRAMIPEXOL;;;;;;
90328353;DICLORIDRATO DE PRAMIPEXOL;;;;;;
90328361;OXALATO DE ESCITALOPRAM;;;;;;
90328370;OMEPRAZIN;;;;;;
90328388;OMEPRAZIN;;;;;;
90328396;CARDBET;;;;;;
90328400;CARDBET;;;;;;
90328418;CARDBET;;;;;;
90328426;CARDBET;;;;;;
90328434;VALSARTANA+HIDROCLOROTIAZIDA;;;;;;
90328442;VITAFER;;;;;;
90328469;CLARITROMICINA;;;;;;
90328477;CLORIDRATO DE ZIPRASIDONA;;;;;;
90328485;CLORIDRATO DE ZIPRASIDONA;;;;;;
90328493;CLORIDRATO DE CLOMIPRAMINA;;;;;;
90328507;LEVERCTIN;;;;;;
90328515;PANTOPRAZOL;;;;;;
90328523;PANTOPRAZOL;;;;;;
90328531;RILUZOL;;;;;;
90328540;SULFAMETOXAZOL + TRIMETOPRIMA;;;;;;
90328558;CLORIDRATO DE DULOXETINA;;;;;;
90328566;CLORIDRATO DE DULOXETINA;;;;;;
90328574;CLORIDRATO DE METFORMINA;;;;;;
90328582;BALSAMO BENGUE;;;;;;
90328590;BALSAMO BENGUE;;;;;;
90328612;CARBAMAZEPINA;;;;;;
90328620;CLORIDRATO DE MOXIFLOXACINO;;;;;;
90328639;LORAZEPAM;;;;;;
90328647;CLORIDRATO DE TERBINAFINA;;;;;;
90328655;CLORIDRATO DE DILTIAZEM;;;;;;
90328671;CLORIDRATO DE RANITIDINA;;;;;;
90328680;SILUESTAT;;;;;;
90328698;SILUESTAT;;;;;;
90328701;BALSAMO BENGUE;;;;;;
90328710;BALSAMO BENGUE;;;;;;
90328728;BALSAMO BENGUE;;;;;;
90328736;HIPOFITHY;;;;;;
90328744;FLUCOCIN;;;;;;
90328752;BALSAMO BENGUE;;;;;;
90328760;CLORIDRATO DE METFORMINA;;;;;;
90328779;HIBOR;;;;;;
90328787;HIBOR;;;;;;
90328795;HIBOR;;;;;;
90328809;HIBOR;;;;;;
90328817;HIBOR;;;;;;
90328825;HIBOR;;;;;;
90328833;HIBOR;;;;;;
90328841;HIBOR;;;;;;
90328850;HIBOR;;;;;;
90328868;HIBOR;;;;;;
90328884;EMS-PRED;;;;;;
90328892;EMS-PRED;;;;;;
90328906;CLORIDRATO DE DULOXETINA;;;;;;
90328914;NARATRIN;;;;;;
90328922;GRIPEN F;;;;;;
90328930;ROSUVASTATINA CÁLCICA;;;;;;
90328949;A SAÚDE DA MULHER;;;;;;
90328957;ROSUVASTATINA CÁLCICA;;;;;;
90328965;ROSUVASTATINA CÁLCICA;;;;;;
90328973;ORLISTATE;;;;;;
90328981;ORLISTATE;;;;;;
90328990;CLARITROMICINA;;;;;;
90345002;CLARITROMICINA;;;;;;
90345029;POLICLAVUMOXIL;;;;;;
90345037;INGRID;;;;;;
90345045;NORMOLAX;;;;;;
90345053;TADALAFILA;;;;;;
90345061;TADALAFILA;;;;;;
90345070;TADALAFILA;;;;;;
90345088;TADALAFILA;;;;;;
90356802;CLONIXINATO DE LISINA + CLORIDRATO DE CICLOBENZAPRIN;;;;;;
90356810;NORFLOXACINO;;;;;;
90356829;BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA;;;;;;
90356837;BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA;;;;;;
90356845;BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA;;;;;;
90356888;CLORIDRATO DE METFORMINA;;;;;;
90356896;CLORIDRATO DE METFORMINA;;;;;;
90356900;CLORIDRATO DE METFORMINA;;;;;;
90356918;CLORIDRATO DE LERCANIDIPINO;;;;;;
90356926;CLORIDRATO DE LERCANIDIPINO;;;;;;
90356934;EZETIMIBA;;;;;;
90356942;EZETIMIBA;;;;;;
90356950;OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO;;;;;;
90356969;OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO;;;;;;
90356977;OLMESARTANA MEDOXOMILA+BESILATO DE ANLODIPINO;;;;;;
90356985;ISOTRETINOÍNA;;;;;;
90356993;CLORIDRATO DE TRAZODONA;;;;;;
90357000;CLORIDRATO DE TRAZODONA;;;;;;
90361660;RANITIL;;;;;;
90359224;BROMIDRATO DE GALANTAMINA;;;;;;
90359208;BROMIDRATO DE GALANTAMINA;;;;;;
90359216;BROMIDRATO DE GALANTAMINA;;;;;;
90371488;LATONAN;;;;;;
90357930;ANTIVIRAX;;;;;;
90365330;LANSOPRAZOL;;;;;;
90365364;LANSOPRAZOL;;;;;;
90357922;FLUITEÍNA;;;;;;
90371496;LATONAN;;;;;;
90360990;CLORIDRATO DE FINGOLIMODE;;;;;;
90370317;AMOXICILINA + CLAVULANATO DE POTASSIO;;;;;;
90366719;OLANZAPINA;;;;;;
90366859;OLANZAPINA;;;;;;
90370538;BENZIFLEX LIS;;;;;;
90359410;BUDESONIDA;;;;;;
90359429;BUDESONIDA;;;;;;
90250079;TACROLIMO;;;;;;
90250087;TACROLIMO;;;;;;
90268172;VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA);;;;;;
90268180;VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA);;;;;;
90268075;VACINA ADSORVIDA DIFTERIA; TÉTANO; PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA);;;;
90268083;VACINA ADSORVIDA DIFTERIA; TÉTANO; PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA);;;;
90268091;VACINA ADSORVIDA DIFTERIA; TÉTANO; PERTUSSIS E HEMOPHILUS INFLUENZA B (CONJUGADA);;;;
90267940;VACINA FEBRE AMARELA (ATENUADA);;;;;;
90267958;VACINA FEBRE AMARELA (ATENUADA);;;;;;
90268059;VACINA CONTRA MENINGITE A E C;;;;;;
90268067;VACINA CONTRA MENINGITE A E C;;;;;;
90268105;VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA);;;;;;
90268113;VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA);;;;;;
90268121;VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA);;;;;;
90268130;VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA);;;;;;
90268148;VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA);;;;;;
90268156;VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA);;;;;;
90268016;ALFAEPOETINA;;;;;;
90268024;ALFAEPOETINA;;;;;;
90268032;ALFAEPOETINA;;;;;;
90268040;ALFAEPOETINA;;;;;;
90267974;RIBAVIRINA;;;;;;
90267982;FARMANGUINHOS -LAMIVUDINA;;;;;;
90268008;FARMANGUINHOS - NEVIRAPINA;;;;;;
90268164;EFAVIRENZ;;;;;;
90267990;FAR-MANGUINHOS-LAMIVUDINA+ZIDOVUDINA;;;;;;
90267966;FAR-MANGUINHOS ZIDOVUDINA;;;;;;
90287053;VACINA SARAMPO; CAXUMA; RUBÉOLA;;;;
90287061;VACINA SARAMPO; CAXUMA; RUBÉOLA;;;;
90287100;MESILATO DE IMATINIBE;;;;;;
90287118;MESILATO DE IMATINIBE;;;;;;
90287126;MESILATO DE IMATINIBE;;;;;;
90287134;MESILATO DE IMATINIBE;;;;;;
90287142;MESILATO DE IMATINIBE;;;;;;
90287150;MESILATO DE IMATINIBE;;;;;;
90287169;MESILATO DE IMATINIBE;;;;;;
90287177;MESILATO DE IMATINIBE;;;;;;
90287070;DICLORIDRATO DE PRAMIPEXOL;;;;;;
90287088;DICLORIDRATO DE PRAMIPEXOL;;;;;;
90287096;DICLORIDRATO DE PRAMIPEXOL;;;;;;
90329007;FARMANGUINHOS CAPTOPRIL;;;;;;
90329015;FARMANGUINHOS CLOROQUINA;;;;;;
90329023;ALFAINTERFERONA 2B;;;;;;
90329031;ALFAINTERFERONA 2B;;;;;;
90329040;ALFAINTERFERONA 2B;;;;;;
90329058;ALFAINTERFERONA 2B;;;;;;
90329066;ALFAINTERFERONA 2B;;;;;;
90329074;ALFAINTERFERONA 2B;;;;;;
90329082;FARMANGUINHOS - ETIONAMIDA;;;;;;
90329090;FARMANGUINHOS - HIDROCLOROTIAZIDA;;;;;;
90329104;FARMANGUINHOS - PROPRANOLOL;;;;;;
90329112;VACINA ROTAVÍRUS HUMANO G1P1[8] (ATENUADA);;;;;;
90329120;VACINA FEBRE AMARELA (ATENUADA);;;;;;
90329139;VACINA FEBRE AMARELA (ATENUADA);;;;;;
90329147;VACINA FEBRE AMARELA (ATENUADA);;;;;;
90329155;SULFATO DE ATAZANAVIR;;;;;;
90329163;SULFATO DE ATAZANAVIR;;;;;;
90329171;CABERGOLINA;;;;;;
90329180;CABERGOLINA;;;;;;
90329198;FAR-MANGUINHOS PRAZIQUANTEL;;;;;;
90329201;CLORIDRATO DE SEVELAMER;;;;;;
90345096;BIO MANGUINHOS INFLIXIMABE;;;;;;
90345100;ALFAEPOETINA;;;;;;
90345118;ALFAEPOETINA;;;;;;
90345126;BIO-MANGUINHOS ALFATALIGLICERASE;;;;;;
90372360;VACINA POLIOMIELITE 1; 2 E 3 (INATIVADA);;;;;
90250095;CARBOCISTEÍNA;;;;;;
90250109;CARBOCISTEÍNA;;;;;;
90250117;CLORIDRATO DE AMBROXOL;;;;;;
90250125;CLORIDRATO DE AMBROXOL;;;;;;
90250133;DIPIRONA SÓDICA;;;;;;
90250141;DIPIRONA SÓDICA;;;;;;
90250150;PARACETAMOL;;;;;;
90250168;CETOCONAZOL;;;;;;
90250176;MUCONAT;;;;;;
90250184;MUCONAT;;;;;;
90250192;MUCONAT;;;;;;
90250206;HEMETIL;;;;;;
90250214;NEONAZOL;;;;;;
90250222;PERMENATI;;;;;;
90250230;PERMENATI;;;;;;
90250249;DEPANTEX;;;;;;
90250257;CARBOTRAT;;;;;;
90250265;CARBOTRAT;;;;;;
90250273;DIGEVITA;;;;;;
90250281;DISFLAT;;;;;;
90250290;DISFLAT;;;;;;
90278771;CLORIDRATO DE AMBROXOL;;;;;;
90278780;CETONAT;;;;;;
90287622;SULFADIAZINA DE PRATA;;;;;;
90287649;SULFADIAZINA DE PRATA;;;;;;
90287630;SULFADIAZINA DE PRATA;;;;;;
90287657;CLORIDRATO DE RANITIDINA;;;;;;
90287614;CLORIDRATO DE HIDROXIZINA;;;;;;
90290011;CLORIDRATO DE HIDROXIZINA;;;;;;
90294424;PEPTAK;;;;;;
90293673;NEONAZOL;;;;;;
90295790;VITADIAZIN;;;;;;
90295811;VITADIAZIN;;;;;;
90295803;VITADIAZIN;;;;;;
90329210;TILENATI;;;;;;
90329228;TILENATI;;;;;;
90369190;SULFADIAZINA DE PRATA;;;;;;
90369181;SULFADIAZINA DE PRATA;;;;;;
90369173;SULFADIAZINA DE PRATA;;;;;;
90368304;PERMENATI;;;;;;
90368312;PERMENATI;;;;;;
90368320;PERMENATI;;;;;;
90368339;PERMENATI;;;;;;
90368347;PERMENATI;;;;;;
90368355;PERMENATI;;;;;;
90368363;PERMENATI;;;;;;
90368371;PERMENATI;;;;;;
90276205;MALEATO DE TRIMEBUTINA;;;;;;
90276213;MALEATO DE TRIMEBUTINA;;;;;;
90276183;CITRATO DE SILDENAFILA;;;;;;
90276191;CITRATO DE SILDENAFILA;;;;;;
90276221;IRRITRATIL;;;;;;
90276230;IRRITRATIL;;;;;;
90276248;IRRITRATIL;;;;;;
90292880;LAMOTRIGINA;;;;;;
90292898;LAMOTRIGINA;;;;;;
90292871;LAMOTRIGINA;;;;;;
90329236;DICLORIDRATO DE BETAISTINA;;;;;;
90329244;CITRATO DE SILDENAFILA;;;;;;
90329252;CITRATO DE SILDENAFILA;;;;;;
90329260;CITRATO DE SILDENAFILA;;;;;;
90329279;BLUPILL;;;;;;
90329287;BLUPILL;;;;;;
90329295;BLUPILL;;;;;;
90329317;VINCY;;;;;;
90285700;UTROGESTAN;;;;;;
90285719;UTROGESTAN;;;;;;
90293797;OESTROGEL;;;;;;
90293800;OESTROGEL;;;;;;
90329325;ANDROGEL;;;;;;
90329333;ANDROGEL;;;;;;
90329341;UTROGESTAN;;;;;;
90284801;NAGLAZYME;;;;;;
90271246;NESH FÓLICO;;;;;;
90293711;NESH FERRO;;;;;;
90329350;NESH FERRO;;;;;;
90329368;NESH CÁLCIO;;;;;;
90329376;NESH CÁLCIO;;;;;;
90345134;NESH ZINCO;;;;;;
90345142;NESH ZINCO;;;;;;
90345150;VAGICAND;;;;;;
90345169;AVAL;;;;;;
90345177;AVAL;;;;;;
90345185;AVAL;;;;;;
90345193;AVAL;;;;;;
90345207;AVAL;;;;;;
90345215;PROMIM;;;;;;
90329384;KOTICO;;;;;;
90345223;KOTICO;;;;;;
90329406;KOTICO;;;;;;
90345231;KOTICO;;;;;;
90329422;KOTICO;;;;;;
90345240;KOTICO;;;;;;
90345258;ASEA HCT;;;;;;
90345266;ASEA HCT;;;;;;
90345274;ASEA HCT;;;;;;
90345282;ALDIJET;;;;;;
90345290;ATEROMA;;;;;;
90345304;ATEROMA;;;;;;
90345312;ATEROMA;;;;;;
90345320;SENES;;;;;;
90345339;SENES;;;;;;
90345347;SENES;;;;;;
90345355;SENES;;;;;;
90345363;IRBE;;;;;;
90345371;IRBE;;;;;;
90345380;IRBE H;;;;;;
90345398;IRBE H;;;;;;
90329597;PRÓS-HP;;;;;;
90329600;PRÓS-HP;;;;;;
90329619;PAQUETÁ;;;;;;
90329627;PAQUETÁ;;;;;;
90329635;AVAL HCT;;;;;;
90329643;AVAL HCT;;;;;;
90329651;AVAL HCT;;;;;;
90329660;AVAL HCT;;;;;;
90329678;AVAL HCT;;;;;;
90329686;AVAL HCT;;;;;;
90329694;AVAL HCT;;;;;;
90329708;AVAL HCT;;;;;;
90329716;AVAL HCT;;;;;;
90329724;AVAL HCT;;;;;;
90329732;LÂNICO;;;;;;
90345401;ATEROMA;;;;;;
90345410;ATEROMA;;;;;;
90345428;ATEROMA;;;;;;
90329775;DINE;;;;;;
90329783;DIOLESS;;;;;;
90329791;LESTER;;;;;;
90329805;LESTER;;;;;;
90329813;ATIP;;;;;;
90329821;ATIP;;;;;;
90329830;ATIP;;;;;;
90329848;ATIP;;;;;;
90329856;ATIP;;;;;;
90329864;ATIP;;;;;;
90329872;ATIP XR;;;;;;
90329880;ATIP XR;;;;;;
90329899;DALÍ;;;;;;
90329902;DALÍ;;;;;;
90329910;CARLIT;;;;;;
90329929;CARLIT;;;;;;
90329937;CARLIT;;;;;;
90329945;CARLIT;;;;;;
90345436;MINÉRGI;;;;;;
90345444;MINÉRGI;;;;;;
90345452;MINÉRGI;;;;;;
90345460;MINÉRGI;;;;;;
90345479;ASEA HCT;;;;;;
90345487;ASEA HCT;;;;;;
90345495;ASEA HCT;;;;;;
90357019;DEBET;;;;;;
90357027;DEBET;;;;;;
90357035;DEBET;;;;;;
90357043;DEBET;;;;;;
90357051;DEBET;;;;;;
90357060;DEBET;;;;;;
90357078;MINÉRGI;;;;;;
90357086;MINÉRGI;;;;;;
90365437;ALEVO;;;;;;
90365429;ALEVO;;;;;;
90365402;ALEVO;;;;;;
90365380;ALEVO;;;;;;
90371275;ALEVO;;;;;;
90366115;PRÓS;;;;;;
90361350;PENÊ;;;;;;
90361377;PENÊ;;;;;;
90292618;HALAVEN;;;;;;
90357094;FYCOMPA;;;;;;
90357108;FYCOMPA;;;;;;
90357116;FYCOMPA;;;;;;
90357124;FYCOMPA;;;;;;
90357132;FYCOMPA;;;;;;
90357140;FYCOMPA;;;;;;
90357159;FYCOMPA;;;;;;
90357167;FYCOMPA;;;;;;
90357175;FYCOMPA;;;;;;
90357183;FYCOMPA;;;;;;
90357191;FYCOMPA;;;;;;
90357205;FYCOMPA;;;;;;
90357213;FYCOMPA;;;;;;
90357221;FYCOMPA;;;;;;
90357230;FYCOMPA;;;;;;
90357248;FYCOMPA;;;;;;
90357256;FYCOMPA;;;;;;
90357264;FYCOMPA;;;;;;
90357272;FYCOMPA;;;;;;
90357280;FYCOMPA;;;;;;
90357299;FYCOMPA;;;;;;
90357302;FYCOMPA;;;;;;
90357310;FYCOMPA;;;;;;
90357329;FYCOMPA;;;;;;
90357337;FYCOMPA;;;;;;
90357345;FYCOMPA;;;;;;
90357353;FYCOMPA;;;;;;
90357361;FYCOMPA;;;;;;
90357370;FYCOMPA;;;;;;
90357388;FYCOMPA;;;;;;
90366166;LENVIMA;;;;;;
90366174;LENVIMA;;;;;;
90366182;LENVIMA;;;;;;
90366204;LENVIMA;;;;;;
90366212;LENVIMA;;;;;;
90366190;LENVIMA;;;;;;
90359585;GLIADEL;;;;;;
90288696;BELARA;;;;;;
90329953;TOPERMA;;;;;;
90329961;TOPERMA;;;;;;
90329970;TOPERMA;;;;;;
90329988;TOPERMA;;;;;;
90329996;TOPERMA;;;;;;
90330005;TRAMAL;;;;;;
90330013;TRAMAL;;;;;;
90330021;TRAMAL;;;;;;
90330030;TRAMAL;;;;;;
90330048;TRAMAL;;;;;;
90330056;TRAMAL;;;;;;
90330064;TRAMAL;;;;;;
90330072;TRAMAL;;;;;;
90330080;TRAMAL;;;;;;
90292626;HEMO-8R;;;;;;
90292634;HEMO-8R;;;;;;
90292642;HEMO-8R;;;;;;
90292650;HEMO-8R;;;;;;
90330099;NITRATO DE MICONAZOL;;;;;;
90330102;NITRATO DE MICONAZOL;;;;;;
90330110;NITRATO DE MICONAZOL;;;;;;
90330129;NITRATO DE MICONAZOL;;;;;;
90330137;CLORIDRATO DE FLUOXETINA;;;;;;
90330188;VALTANA;;;;;;
90330196;VALTANA;;;;;;
90330200;VALTANA;;;;;;
90330218;OLTANA H;;;;;;
90330226;OLTANA H;;;;;;
90330234;OLTANA H;;;;;;
90330242;OLTANA H;;;;;;
90330250;OLTANA H;;;;;;
90330269;OLTANA H;;;;;;
90330293;GÁZIA;;;;;;
90330307;GÁZIA;;;;;;
90330315;EUTONIS;;;;;;
90330323;EUTONIS;;;;;;
90330331;ALURAX;;;;;;
90330340;ATAK;;;;;;
90330358;ATAK CLAV;;;;;;
90330366;ATAK CLAV;;;;;;
90345517;BART H;;;;;;
90345525;BART H;;;;;;
90345533;TRIAXIN;;;;;;
90345541;TRIAXIN;;;;;;
90303881;MUD ORAL;;;;;;
90345550;ZAP;;;;;;
90345568;ZAP;;;;;;
90345576;ZAP;;;;;;
90345584;PERMUT;;;;;;
90345592;PERMUT;;;;;;
90345606;ARIA;;;;;;
90345614;ARIA;;;;;;
90345622;ARIA;;;;;;
90345630;ARIA;;;;;;
90345649;ASSERT;;;;;;
90345657;ASSERT;;;;;;
90345665;ASSERT;;;;;;
90345673;ASSERT;;;;;;
90345681;ATAK;;;;;;
90345690;AVESTRIA;;;;;;
90345703;REMIS;;;;;;
90345711;REMIS;;;;;;
90345720;REMIS;;;;;;
90345738;TAVOK;;;;;;
90345746;TAVOK;;;;;;
90345754;TAVOK;;;;;;
90345762;TORVARIS;;;;;;
90345770;TORVARIS;;;;;;
90345789;TORVARIS;;;;;;
90345797;TORVARIS;;;;;;
90345800;TORVARIS;;;;;;
90345819;DAPAMIX;;;;;;
90345827;DAPAMIX;;;;;;
90357396;MUD;;;;;;
90357400;DÁIVA;;;;;;
90357418;OHDE;;;;;;
90357426;OHDE;;;;;;
90357434;OHDE;;;;;;
90357442;MUD;;;;;;
90362080;OHDE;;;;;;
90330374;DORMEC;;;;;;
90330382;DORMEC;;;;;;
90330390;CALCIMEC D3;;;;;;
90345835;CALCIMEC D3;;;;;;
90345843;CALCIMEC D3;;;;;;
90345851;DORMEC;;;;;;
90345860;DORMEC;;;;;;
90345878;DORMEC;;;;;;
90345886;DORMEC;;;;;;
90330404;SURVANTA;;;;;;
90330412;SURVANTA;;;;;;
90330420;SYNAGIS;;;;;;
90330439;SYNAGIS;;;;;;
90330447;SYNAGIS;;;;;;
90330455;VIEKIRA PAK;;;;;;
90330463;SEVORANE;;;;;;
90330471;SEVORANE;;;;;;
90330480;ZEMPLAR;;;;;;
90330498;ZEMPLAR;;;;;;
90330501;SIMDAX;;;;;;
